np_tag_id,record_id,table_id,title,description
676,714,0,"Enterprises, appearances: 3626",""
677,715,0,"Church and Faith Based, appearances: 130",""
678,716,0,"2012, dac categories",""
679,717,0,"record: 717",""
680,718,0,"record: 718",""
681,719,0,"Education, appearances: 342",""
682,720,0,"Other, appearances: 458",""
683,721,0,"Humanitarian, appearances: 708",""
684,722,0,"Governance, appearances: 1344",""
685,723,0,"Health and Population, appearances: 2839",""
686,724,0,"Administrative Costs, appearances: 1414",""
687,725,0,"Commodity Assistance, appearances: 17",""
688,726,0,"Infrastructure, appearances: 54",""
689,727,0,"Economic Growth, appearances: 263",""
690,728,0,"Agriculture, appearances: 658",""
691,729,0,"2012, funding_agencies",""
692,730,0,"record: 730",""
693,731,0,"record: 731",""
694,732,0,"Department of Health and Human Services, appearances: 45",""
695,733,0,"U.S. Agency for International Development, appearances: 4792",""
696,734,0,"Department of State, appearances: 3260",""
697,735,0,"2012, aid types",""
698,736,0,"record: 736",""
699,737,0,"record: 737",""
700,738,0,"Core contributions, appearances: 106",""
701,739,0,"Project-Type, appearances: 6061",""
702,740,0,"Administrative Costs, appearances: 1399",""
703,741,0,"Budget support, appearances: 25",""
704,742,0,"Technical Assistance, appearances: 506",""
705,743,0,"2013, implementing agencies",""
706,744,0,"record: 744",""
707,745,0,"record: 745",""
708,746,0,"Peace Corps, appearances: 155",""
709,747,0,"Department of Labor, appearances: 1",""
710,748,0,"Department of State, appearances: 557",""
711,749,0,"Department of Justice, appearances: 4",""
712,750,0,"Department of Health and Human Services, appearances: 247",""
713,751,0,"Department of Defense, appearances: 37",""
714,752,0,"U.S. Agency for International Development, appearances: 9385",""
715,753,0,"2013, income groups",""
716,754,0,"record: 754",""
717,755,0,"record: 755",""
718,756,0,"nan, appearances: 1419",""
719,757,0,"Low Income Country, appearances: 5898",""
720,758,0,"High Income Country, appearances: 3",""
721,759,0,"Upper Middle Income Country, appearances: 517",""
722,760,0,"Lower Middle Income Country, appearances: 2549",""
723,761,0,"2013, channel categories",""
724,762,0,"record: 762",""
725,763,0,"record: 763",""
726,764,0,"Government, appearances: 2535",""
727,765,0,"Multilateral, appearances: 387",""
728,766,0,"Networks, appearances: 21",""
729,767,0,"NGO, appearances: 1749",""
730,768,0,"Universities and Research Institutes, appearances: 222",""
731,769,0,"Public and Private Partnerships, appearances: 6",""
732,770,0,"Enterprises, appearances: 5356",""
733,771,0,"Church and Faith Based, appearances: 110",""
734,772,0,"2013, dac categories",""
735,773,0,"record: 773",""
736,774,0,"record: 774",""
737,775,0,"Education, appearances: 315",""
738,776,0,"Other, appearances: 494",""
739,777,0,"Humanitarian, appearances: 673",""
740,778,0,"Governance, appearances: 1305",""
741,779,0,"Health and Population, appearances: 3394",""
742,780,0,"Administrative Costs, appearances: 2912",""
743,781,0,"Commodity Assistance, appearances: 12",""
744,782,0,"Infrastructure, appearances: 96",""
745,783,0,"Economic Growth, appearances: 279",""
746,784,0,"Agriculture, appearances: 906",""
747,785,0,"2013, funding_agencies",""
748,786,0,"record: 786",""
749,787,0,"record: 787",""
750,788,0,"Department of Health and Human Services, appearances: 168",""
751,789,0,"U.S. Agency for International Development, appearances: 6094",""
752,790,0,"Department of State, appearances: 4124",""
753,791,0,"2013, aid types",""
754,792,0,"record: 792",""
755,793,0,"record: 793",""
756,794,0,"Core contributions, appearances: 128",""
757,795,0,"Other, appearances: 1",""
758,796,0,"Project-Type, appearances: 6801",""
759,797,0,"Administrative Costs, appearances: 2885",""
760,798,0,"Budget support, appearances: 13",""
761,799,0,"Technical Assistance, appearances: 558",""
762,800,0,"2014, implementing agencies",""
763,801,0,"record: 801",""
764,802,0,"record: 802",""
765,803,0,"Department of Homeland Security, appearances: 9",""
766,804,0,"Peace Corps, appearances: 23",""
767,805,0,"Department of State, appearances: 705",""
768,806,0,"Trade and Development Agency, appearances: 7",""
769,807,0,"Department of Health and Human Services, appearances: 319",""
770,808,0,"Department of Defense, appearances: 43",""
771,809,0,"U.S. Agency for International Development, appearances: 9766",""
772,810,0,"2014, income groups",""
773,811,0,"record: 811",""
774,812,0,"record: 812",""
775,813,0,"nan, appearances: 1364",""
776,814,0,"Low Income Country, appearances: 6047",""
777,815,0,"High Income Country, appearances: 2",""
778,816,0,"Upper Middle Income Country, appearances: 537",""
779,817,0,"Lower Middle Income Country, appearances: 2922",""
780,818,0,"2014, channel categories",""
781,819,0,"record: 819",""
782,820,0,"record: 820",""
783,821,0,"Government, appearances: 2574",""
784,822,0,"Multilateral, appearances: 496",""
785,823,0,"Networks, appearances: 31",""
786,824,0,"NGO, appearances: 2017",""
787,825,0,"Universities and Research Institutes, appearances: 291",""
788,826,0,"Public and Private Partnerships, appearances: 11",""
789,827,0,"Enterprises, appearances: 5310",""
790,828,0,"Church and Faith Based, appearances: 142",""
791,829,0,"2014, dac categories",""
792,830,0,"record: 830",""
793,831,0,"record: 831",""
794,832,0,"Education, appearances: 246",""
795,833,0,"Other, appearances: 469",""
796,834,0,"Humanitarian, appearances: 845",""
797,835,0,"Governance, appearances: 1115",""
798,836,0,"Health and Population, appearances: 3759",""
799,837,0,"Administrative Costs, appearances: 3044",""
800,838,0,"Commodity Assistance, appearances: 8",""
801,839,0,"Infrastructure, appearances: 102",""
802,840,0,"Economic Growth, appearances: 225",""
803,841,0,"Agriculture, appearances: 1059",""
804,842,0,"2014, funding_agencies",""
805,843,0,"record: 843",""
806,844,0,"record: 844",""
807,845,0,"Department of Health and Human Services, appearances: 254",""
808,846,0,"U.S. Agency for International Development, appearances: 5959",""
809,847,0,"Department of State, appearances: 4659",""
810,848,0,"2014, aid types",""
811,849,0,"record: 849",""
812,850,0,"record: 850",""
813,851,0,"Core contributions, appearances: 183",""
814,852,0,"Project-Type, appearances: 7249",""
815,853,0,"Administrative Costs, appearances: 3032",""
816,854,0,"Budget support, appearances: 7",""
817,855,0,"Technical Assistance, appearances: 401",""
